Tiempo	Error_X	Error_Y	Pos_Xd	Pos_Yd	Xdp	Ydp
20.441	4.796	1.355	4.685	1.406	0.274	-0.113
20.461	4.798	1.350	4.687	1.401	0.274	-0.112
20.480	4.800	1.345	4.689	1.396	0.274	-0.111
20.501	4.802	1.339	4.691	1.391	0.274	-0.110
20.521	4.803	1.334	4.693	1.386	0.275	-0.109
20.541	4.805	1.329	4.695	1.381	0.275	-0.108
20.560	4.807	1.323	4.697	1.376	0.275	-0.107
20.581	4.808	1.318	4.699	1.370	0.275	-0.107
20.601	4.810	1.313	4.701	1.365	0.276	-0.106
20.621	4.812	1.307	4.703	1.360	0.276	-0.106
20.640	4.814	1.302	4.705	1.355	0.276	-0.105
20.663	4.815	1.296	4.707	1.350	0.277	-0.106
20.681	4.817	1.291	4.709	1.345	0.277	-0.104
20.701	4.819	1.286	4.711	1.339	0.277	-0.103
20.722	4.820	1.280	4.713	1.334	0.277	-0.104
20.741	4.822	1.275	4.715	1.329	0.277	-0.103
20.760	4.824	1.270	4.717	1.324	0.277	-0.102
20.781	4.825	1.264	4.719	1.318	0.278	-0.102
20.801	4.827	1.259	4.721	1.313	0.278	-0.101
20.820	4.829	1.254	4.722	1.308	0.278	-0.101
20.841	4.830	1.248	4.724	1.303	0.278	-0.101
20.860	4.832	1.243	4.726	1.297	0.279	-0.100
20.882	4.834	1.237	4.728	1.292	0.279	-0.101
20.900	4.835	1.232	4.730	1.287	0.279	-0.100
20.922	4.837	1.226	4.732	1.282	0.280	-0.100
20.941	4.838	1.221	4.734	1.276	0.280	-0.099
20.960	4.840	1.215	4.736	1.271	0.280	-0.099
20.981	4.841	1.210	4.738	1.266	0.280	-0.099
21.000	4.843	1.204	4.739	1.260	0.280	-0.098
21.022	4.845	1.198	4.741	1.255	0.281	-0.099
21.040	4.846	1.193	4.743	1.250	0.281	-0.098
21.062	4.848	1.187	4.743	1.250	0.284	-0.107
21.081	4.849	1.182	4.747	1.239	0.281	-0.098
21.102	4.851	1.176	4.749	1.234	0.282	-0.097
21.121	4.852	1.171	4.749	1.234	0.284	-0.105
21.141	4.854	1.165	4.752	1.223	0.282	-0.096
21.163	4.855	1.159	4.754	1.217	0.282	-0.096
21.182	4.857	1.154	4.756	1.212	0.282	-0.095
21.200	4.858	1.149	4.756	1.212	0.285	-0.103
21.221	4.860	1.143	4.757	1.207	0.285	-0.103
21.240	4.861	1.138	4.759	1.201	0.285	-0.102
21.261	4.863	1.132	4.761	1.196	0.286	-0.101
21.281	4.864	1.126	4.763	1.190	0.286	-0.100
21.301	4.866	1.121	4.764	1.185	0.286	-0.100
21.321	4.867	1.115	4.766	1.179	0.286	-0.099
21.340	4.868	1.110	4.768	1.174	0.286	-0.098
21.361	4.870	1.104	4.770	1.168	0.287	-0.098
21.381	4.871	1.098	4.771	1.163	0.287	-0.097
21.400	4.873	1.093	4.773	1.157	0.287	-0.097
21.422	4.874	1.087	4.775	1.152	0.287	-0.097
21.441	4.875	1.081	4.776	1.146	0.287	-0.096
21.461	4.877	1.076	4.778	1.140	0.288	-0.095
21.481	4.878	1.070	4.780	1.135	0.288	-0.095
21.501	4.880	1.064	4.781	1.129	0.288	-0.094
21.521	4.881	1.058	4.783	1.124	0.288	-0.094
21.540	4.882	1.053	4.785	1.118	0.288	-0.094
21.560	4.884	1.047	4.786	1.113	0.289	-0.093
21.580	4.885	1.042	4.788	1.107	0.289	-0.093
21.600	4.886	1.036	4.790	1.101	0.289	-0.093
21.621	4.888	1.030	4.791	1.096	0.289	-0.092
21.641	4.889	1.024	4.793	1.090	0.289	-0.092
21.660	4.890	1.019	4.794	1.085	0.290	-0.092
21.680	4.892	1.013	4.796	1.079	0.290	-0.091
21.700	4.893	1.007	4.798	1.073	0.290	-0.091
21.721	4.894	1.001	4.799	1.068	0.290	-0.091
21.741	4.896	0.996	4.801	1.062	0.290	-0.091
21.762	4.897	0.989	4.802	1.056	0.291	-0.091
21.780	4.898	0.984	4.804	1.051	0.291	-0.090
21.800	4.899	0.978	4.805	1.045	0.291	-0.090
21.821	4.901	0.972	4.807	1.040	0.291	-0.090
21.840	4.902	0.967	4.809	1.034	0.291	-0.089
21.860	4.903	0.961	4.810	1.028	0.291	-0.089
21.880	4.904	0.955	4.812	1.023	0.292	-0.089
21.900	4.905	0.949	4.813	1.017	0.292	-0.088
21.920	4.907	0.944	4.815	1.011	0.292	-0.088
21.941	4.908	0.938	4.816	1.005	0.292	-0.088
21.962	4.909	0.931	4.818	1.000	0.293	-0.088
21.980	4.910	0.926	4.818	1.000	0.295	-0.096
22.000	4.911	0.920	4.819	0.994	0.295	-0.096
22.021	4.913	0.914	4.820	0.988	0.296	-0.095
22.041	4.914	0.908	4.822	0.983	0.296	-0.094
22.060	4.915	0.903	4.823	0.977	0.296	-0.093
22.081	4.916	0.897	4.825	0.971	0.296	-0.092
22.100	4.917	0.891	4.826	0.965	0.296	-0.091
22.121	4.918	0.885	4.828	0.959	0.296	-0.090
22.140	4.920	0.879	4.829	0.954	0.296	-0.089
22.160	4.921	0.873	4.830	0.948	0.297	-0.089
22.181	4.922	0.867	4.832	0.942	0.297	-0.088
22.201	4.923	0.861	4.833	0.936	0.297	-0.087
22.221	4.924	0.855	4.834	0.930	0.297	-0.087
22.240	4.925	0.850	4.836	0.924	0.297	-0.086
22.260	4.926	0.844	4.837	0.919	0.297	-0.086
22.281	4.927	0.838	4.839	0.913	0.298	-0.086
22.300	4.928	0.832	4.840	0.907	0.298	-0.085
22.321	4.929	0.826	4.841	0.901	0.298	-0.085
22.340	4.930	0.820	4.843	0.895	0.298	-0.084
22.360	4.931	0.814	4.844	0.889	0.298	-0.084
22.382	4.933	0.808	4.845	0.883	0.299	-0.085
22.400	4.933	0.802	4.845	0.883	0.301	-0.092
22.421	4.934	0.796	4.847	0.878	0.301	-0.091
22.441	4.935	0.790	4.848	0.872	0.301	-0.091
22.460	4.936	0.784	4.849	0.866	0.301	-0.090
22.480	4.937	0.778	4.850	0.860	0.302	-0.089
22.500	4.938	0.772	4.852	0.854	0.302	-0.088
22.521	4.939	0.766	4.853	0.848	0.302	-0.087
22.541	4.940	0.760	4.854	0.842	0.302	-0.086
22.561	4.941	0.754	4.855	0.836	0.302	-0.085
22.580	4.942	0.749	4.857	0.830	0.302	-0.085
22.600	4.943	0.742	4.858	0.824	0.302	-0.084
22.621	4.944	0.736	4.859	0.818	0.303	-0.084
22.641	4.945	0.730	4.860	0.812	0.303	-0.083
22.661	4.946	0.724	4.861	0.806	0.303	-0.083
22.680	4.947	0.718	4.863	0.800	0.303	-0.082
22.701	4.948	0.712	4.864	0.794	0.303	-0.082
22.721	4.949	0.706	4.865	0.788	0.303	-0.081
22.740	4.950	0.700	4.866	0.782	0.303	-0.080
22.763	4.951	0.694	4.867	0.776	0.304	-0.081
22.780	4.951	0.688	4.869	0.770	0.303	-0.080
22.800	4.952	0.682	4.870	0.764	0.303	-0.079
22.821	4.953	0.676	4.871	0.758	0.304	-0.079
22.841	4.954	0.670	4.872	0.752	0.304	-0.078
22.860	4.955	0.664	4.873	0.746	0.304	-0.078
22.881	4.956	0.658	4.874	0.740	0.304	-0.078
22.900	4.957	0.652	4.875	0.734	0.304	-0.077
22.921	4.957	0.646	4.876	0.728	0.304	-0.077
22.940	4.958	0.640	4.877	0.722	0.304	-0.077
22.961	4.959	0.634	4.879	0.716	0.304	-0.077
22.981	4.960	0.628	4.880	0.710	0.304	-0.076
23.001	4.961	0.622	4.881	0.704	0.305	-0.076
23.020	4.961	0.615	4.882	0.698	0.305	-0.076
23.041	4.962	0.609	4.883	0.692	0.305	-0.076
23.060	4.963	0.603	4.884	0.686	0.305	-0.076
23.081	4.964	0.597	4.885	0.680	0.305	-0.076
23.101	4.964	0.591	4.886	0.674	0.305	-0.075
23.123	4.965	0.584	4.887	0.668	0.305	-0.076
23.140	4.966	0.579	4.888	0.662	0.305	-0.075
23.161	4.967	0.573	4.889	0.655	0.305	-0.075
23.180	4.967	0.567	4.890	0.649	0.305	-0.075
23.200	4.968	0.561	4.891	0.643	0.305	-0.075
23.221	4.969	0.554	4.892	0.637	0.306	-0.075
23.241	4.969	0.548	4.893	0.631	0.306	-0.075
23.260	4.970	0.542	4.894	0.625	0.306	-0.074
23.280	4.971	0.536	4.895	0.619	0.306	-0.074
23.300	4.972	0.530	4.896	0.613	0.306	-0.074
23.321	4.972	0.524	4.897	0.607	0.306	-0.074
23.341	4.973	0.518	4.898	0.601	0.306	-0.074
23.360	4.973	0.512	4.899	0.595	0.306	-0.074
23.381	4.974	0.505	4.899	0.588	0.306	-0.074
23.400	4.975	0.499	4.900	0.582	0.306	-0.074
23.421	4.975	0.493	4.901	0.576	0.306	-0.074
23.440	4.976	0.487	4.902	0.570	0.306	-0.073
23.462	4.977	0.480	4.902	0.570	0.310	-0.081
23.481	4.977	0.474	4.903	0.564	0.309	-0.080
23.500	4.978	0.468	4.904	0.558	0.309	-0.080
23.520	4.978	0.462	4.905	0.552	0.310	-0.080
23.541	4.979	0.456	4.906	0.546	0.310	-0.079
23.560	4.980	0.450	4.906	0.539	0.310	-0.078
23.581	4.980	0.443	4.907	0.533	0.310	-0.078
23.600	4.981	0.437	4.908	0.527	0.310	-0.077
23.622	4.981	0.431	4.909	0.521	0.310	-0.077
23.641	4.982	0.425	4.910	0.515	0.310	-0.076
23.660	4.982	0.419	4.910	0.508	0.310	-0.076
23.681	4.983	0.413	4.911	0.502	0.310	-0.075
23.700	4.983	0.406	4.912	0.496	0.310	-0.075
23.722	4.984	0.400	4.913	0.490	0.310	-0.075
23.740	4.984	0.394	4.913	0.484	0.310	-0.074
23.765	4.985	0.387	4.914	0.477	0.311	-0.075
23.780	4.985	0.382	4.915	0.471	0.310	-0.073
23.800	4.986	0.375	4.916	0.465	0.310	-0.073
23.821	4.986	0.369	4.916	0.459	0.310	-0.073
23.840	4.987	0.363	4.917	0.453	0.310	-0.072
23.860	4.987	0.357	4.918	0.446	0.310	-0.072
23.881	4.988	0.350	4.918	0.440	0.310	-0.072
23.900	4.988	0.344	4.919	0.434	0.310	-0.072
23.920	4.989	0.338	4.920	0.428	0.310	-0.072
23.940	4.989	0.332	4.921	0.421	0.310	-0.071
23.960	4.989	0.326	4.921	0.415	0.310	-0.071
23.980	4.990	0.319	4.922	0.409	0.310	-0.071
24.000	4.990	0.313	4.923	0.403	0.310	-0.071
24.021	4.991	0.307	4.923	0.397	0.311	-0.071
24.041	4.991	0.301	4.923	0.397	0.313	-0.078
24.060	4.991	0.294	4.924	0.390	0.313	-0.077
24.080	4.992	0.288	4.924	0.384	0.313	-0.077
24.101	4.992	0.282	4.925	0.378	0.313	-0.076
24.123	4.992	0.275	4.926	0.371	0.314	-0.076
24.141	4.993	0.269	4.926	0.365	0.313	-0.075
24.161	4.993	0.263	4.927	0.359	0.313	-0.074
24.180	4.993	0.257	4.927	0.353	0.313	-0.074
24.200	4.994	0.251	4.928	0.346	0.313	-0.073
24.221	4.994	0.244	4.928	0.340	0.313	-0.073
24.241	4.994	0.238	4.929	0.334	0.313	-0.072
24.260	4.995	0.232	4.930	0.327	0.313	-0.071
24.280	4.995	0.226	4.930	0.321	0.313	-0.071
24.301	4.995	0.219	4.931	0.315	0.313	-0.071
24.321	4.995	0.213	4.931	0.309	0.313	-0.070
24.340	4.996	0.207	4.932	0.302	0.313	-0.070
24.361	4.996	0.201	4.932	0.296	0.313	-0.070
24.380	4.996	0.194	4.933	0.290	0.313	-0.070
24.402	4.996	0.188	4.933	0.283	0.313	-0.070
24.421	4.997	0.182	4.934	0.277	0.313	-0.069
24.441	4.997	0.176	4.934	0.271	0.313	-0.069
24.461	4.997	0.169	4.934	0.264	0.313	-0.069
24.480	4.997	0.163	4.935	0.258	0.313	-0.069
24.500	4.998	0.157	4.935	0.252	0.313	-0.068
24.521	4.998	0.150	4.936	0.245	0.313	-0.068
24.540	4.998	0.144	4.936	0.239	0.313	-0.068
24.563	4.998	0.137	4.937	0.233	0.314	-0.069
24.580	4.998	0.132	4.937	0.227	0.313	-0.068
24.600	4.998	0.125	4.937	0.220	0.313	-0.068
24.621	4.999	0.119	4.938	0.214	0.313	-0.067
24.640	4.999	0.113	4.938	0.208	0.313	-0.067
24.661	4.999	0.107	4.939	0.202	0.313	-0.068
24.681	4.999	0.100	4.939	0.195	0.313	-0.068
24.701	4.999	0.094	4.939	0.189	0.313	-0.068
24.720	4.999	0.088	4.940	0.183	0.313	-0.068
24.740	4.999	0.082	4.940	0.183	0.316	-0.074
24.761	4.999	0.075	4.940	0.176	0.316	-0.075
24.780	5.000	0.069	4.940	0.170	0.316	-0.075
24.800	5.000	0.063	4.941	0.164	0.316	-0.074
24.821	5.000	0.056	4.941	0.157	0.316	-0.074
24.841	5.000	0.050	4.941	0.151	0.316	-0.074
24.864	5.000	0.043	4.942	0.145	0.316	-0.074
24.881	5.000	0.038	4.942	0.138	0.316	-0.073
24.901	5.000	0.031	4.942	0.132	0.315	-0.073
24.921	5.000	0.025	4.942	0.126	0.315	-0.072
24.941	5.000	0.018	4.943	0.119	0.315	-0.072
24.961	5.000	0.012	4.943	0.113	0.315	-0.072
24.981	5.000	0.006	4.943	0.107	0.315	-0.072
25.001	5.000	-0.000	4.943	0.100	0.315	-0.072
25.020	5.000	-0.006	4.944	0.094	0.315	-0.071
25.040	5.000	-0.013	4.944	0.088	0.315	-0.071
25.061	5.000	-0.019	4.944	0.081	0.315	-0.071
25.080	5.000	-0.025	4.944	0.075	0.315	-0.071
25.101	5.000	-0.032	4.945	0.069	0.315	-0.071
25.121	5.000	-0.038	4.945	0.062	0.315	-0.071
25.140	5.000	-0.044	4.945	0.056	0.315	-0.071
25.161	5.000	-0.051	4.945	0.049	0.315	-0.071
25.180	5.000	-0.057	4.945	0.043	0.315	-0.070
25.200	5.000	-0.063	4.945	0.037	0.314	-0.070
25.221	5.000	-0.069	4.946	0.030	0.314	-0.070
25.240	4.999	-0.076	4.946	0.024	0.314	-0.070
25.260	4.999	-0.082	4.946	0.018	0.314	-0.070
25.280	4.999	-0.088	4.946	0.011	0.314	-0.070
25.301	4.999	-0.094	4.946	0.005	0.314	-0.070
25.321	4.999	-0.101	4.946	-0.001	0.314	-0.070
25.342	4.999	-0.107	4.946	-0.007	0.314	-0.070
25.361	4.999	-0.113	4.946	-0.014	0.314	-0.070
25.380	4.999	-0.119	4.946	-0.020	0.314	-0.070
25.400	4.998	-0.126	4.946	-0.026	0.314	-0.070
25.421	4.998	-0.132	4.947	-0.033	0.314	-0.070
25.442	4.998	-0.139	4.947	-0.039	0.314	-0.070
25.460	4.998	-0.145	4.947	-0.045	0.313	-0.069
25.480	4.998	-0.151	4.947	-0.052	0.313	-0.069
25.502	4.998	-0.158	4.947	-0.058	0.314	-0.070
25.521	4.997	-0.163	4.947	-0.064	0.313	-0.069
25.541	4.997	-0.170	4.947	-0.071	0.313	-0.069
25.560	4.997	-0.176	4.947	-0.077	0.313	-0.069
25.581	4.997	-0.183	4.947	-0.083	0.313	-0.069
25.600	4.996	-0.188	4.947	-0.090	0.313	-0.069
25.620	4.996	-0.195	4.947	-0.096	0.313	-0.069
25.641	4.996	-0.201	4.947	-0.102	0.313	-0.069
25.660	4.996	-0.207	4.947	-0.108	0.313	-0.069
25.682	4.995	-0.214	4.947	-0.108	0.315	-0.076
25.704	4.995	-0.221	4.946	-0.121	0.313	-0.070
25.721	4.995	-0.226	4.946	-0.121	0.315	-0.075
25.742	4.995	-0.233	4.946	-0.127	0.315	-0.075
25.761	4.994	-0.239	4.946	-0.134	0.315	-0.074
25.780	4.994	-0.245	4.946	-0.140	0.315	-0.074
25.801	4.994	-0.251	4.946	-0.146	0.315	-0.073
25.820	4.993	-0.257	4.946	-0.153	0.315	-0.073
25.840	4.993	-0.264	4.946	-0.159	0.314	-0.072
25.860	4.993	-0.270	4.946	-0.165	0.314	-0.072
25.880	4.992	-0.276	4.945	-0.172	0.314	-0.071
25.901	4.992	-0.282	4.945	-0.178	0.314	-0.071
25.921	4.992	-0.289	4.945	-0.184	0.314	-0.071
25.940	4.991	-0.295	4.945	-0.191	0.314	-0.070
25.961	4.991	-0.301	4.945	-0.197	0.314	-0.070
25.980	4.991	-0.307	4.945	-0.203	0.313	-0.070
26.001	4.990	-0.314	4.944	-0.210	0.313	-0.070
26.020	4.990	-0.320	4.944	-0.216	0.313	-0.070
26.041	4.989	-0.326	4.944	-0.222	0.313	-0.070
26.061	4.989	-0.332	4.944	-0.229	0.313	-0.069
26.080	4.988	-0.338	4.944	-0.235	0.313	-0.069
26.101	4.988	-0.345	4.943	-0.241	0.313	-0.069
26.120	4.988	-0.351	4.943	-0.247	0.313	-0.069
26.141	4.987	-0.357	4.943	-0.254	0.312	-0.069
26.161	4.987	-0.363	4.943	-0.260	0.312	-0.069
26.181	4.986	-0.370	4.942	-0.266	0.312	-0.069
26.201	4.986	-0.376	4.942	-0.273	0.312	-0.069
26.220	4.985	-0.382	4.942	-0.279	0.312	-0.068
26.240	4.985	-0.388	4.941	-0.285	0.312	-0.068
26.260	4.984	-0.394	4.941	-0.291	0.312	-0.068
26.281	4.984	-0.401	4.941	-0.298	0.311	-0.068
26.301	4.983	-0.407	4.941	-0.304	0.311	-0.068
26.321	4.983	-0.413	4.940	-0.310	0.311	-0.068
26.341	4.982	-0.419	4.940	-0.316	0.311	-0.068
26.360	4.982	-0.425	4.940	-0.323	0.311	-0.068
26.381	4.981	-0.432	4.939	-0.329	0.311	-0.068
26.400	4.981	-0.438	4.939	-0.335	0.310	-0.068
26.420	4.980	-0.444	4.939	-0.341	0.310	-0.068
26.442	4.979	-0.450	4.938	-0.348	0.310	-0.069
26.460	4.979	-0.456	4.938	-0.354	0.310	-0.068
26.480	4.978	-0.462	4.938	-0.354	0.313	-0.074
26.501	4.978	-0.469	4.937	-0.366	0.310	-0.068
26.520	4.977	-0.475	4.937	-0.373	0.309	-0.067
26.541	4.977	-0.481	4.936	-0.379	0.309	-0.068
26.560	4.976	-0.487	4.936	-0.385	0.309	-0.067
26.580	4.975	-0.493	4.935	-0.391	0.309	-0.067
26.601	4.975	-0.499	4.935	-0.397	0.309	-0.068
26.621	4.974	-0.506	4.934	-0.404	0.309	-0.068
26.641	4.973	-0.512	4.934	-0.410	0.309	-0.068
26.660	4.973	-0.518	4.933	-0.416	0.308	-0.068
26.681	4.972	-0.524	4.933	-0.422	0.308	-0.068
26.701	4.971	-0.530	4.933	-0.428	0.308	-0.068
26.721	4.971	-0.536	4.933	-0.428	0.311	-0.074
26.742	4.970	-0.543	4.932	-0.441	0.308	-0.068
26.761	4.969	-0.549	4.931	-0.447	0.308	-0.067
26.782	4.969	-0.555	4.930	-0.453	0.308	-0.068
26.800	4.968	-0.561	4.930	-0.459	0.307	-0.067
26.820	4.967	-0.567	4.929	-0.466	0.307	-0.067
26.841	4.967	-0.573	4.929	-0.472	0.307	-0.068
26.862	4.966	-0.580	4.928	-0.478	0.307	-0.068
26.880	4.965	-0.585	4.928	-0.478	0.309	-0.074
26.900	4.964	-0.591	4.928	-0.484	0.309	-0.074
26.921	4.964	-0.598	4.927	-0.490	0.309	-0.074
26.941	4.963	-0.604	4.927	-0.496	0.309	-0.073
26.960	4.962	-0.610	4.926	-0.503	0.308	-0.072
26.980	4.961	-0.616	4.925	-0.509	0.308	-0.072
27.000	4.961	-0.622	4.925	-0.515	0.308	-0.072
27.021	4.960	-0.628	4.924	-0.521	0.308	-0.071
27.041	4.959	-0.634	4.923	-0.527	0.308	-0.071
27.060	4.958	-0.640	4.923	-0.533	0.307	-0.071
27.081	4.957	-0.646	4.922	-0.540	0.307	-0.070
27.101	4.957	-0.652	4.921	-0.546	0.307	-0.070
27.121	4.956	-0.658	4.921	-0.552	0.307	-0.070
27.141	4.955	-0.664	4.920	-0.558	0.307	-0.070
27.162	4.954	-0.671	4.919	-0.564	0.307	-0.070
27.181	4.953	-0.677	4.919	-0.570	0.306	-0.070
27.202	4.952	-0.683	4.918	-0.576	0.306	-0.070
27.221	4.951	-0.689	4.918	-0.576	0.309	-0.076
27.241	4.951	-0.695	4.917	-0.583	0.308	-0.076
27.260	4.950	-0.701	4.917	-0.589	0.308	-0.075
27.281	4.949	-0.707	4.916	-0.595	0.308	-0.075
27.301	4.948	-0.713	4.914	-0.607	0.305	-0.067
27.320	4.947	-0.719	4.914	-0.613	0.305	-0.066
27.341	4.946	-0.725	4.913	-0.620	0.304	-0.067
27.360	4.945	-0.731	4.912	-0.626	0.304	-0.067
27.381	4.944	-0.737	4.911	-0.632	0.304	-0.067
27.400	4.943	-0.743	4.911	-0.638	0.304	-0.067
27.421	4.942	-0.749	4.910	-0.644	0.304	-0.068
27.442	4.941	-0.755	4.909	-0.650	0.303	-0.068
27.460	4.940	-0.761	4.909	-0.650	0.306	-0.074
27.480	4.939	-0.767	4.907	-0.662	0.303	-0.068
27.501	4.938	-0.773	4.907	-0.668	0.303	-0.068
27.521	4.937	-0.779	4.907	-0.668	0.305	-0.074
27.541	4.936	-0.785	4.905	-0.680	0.302	-0.068
27.562	4.935	-0.791	4.904	-0.686	0.302	-0.068
27.580	4.934	-0.797	4.904	-0.686	0.304	-0.074
27.601	4.933	-0.803	4.903	-0.692	0.304	-0.074
27.621	4.932	-0.808	4.902	-0.698	0.304	-0.074
27.641	4.931	-0.814	4.901	-0.704	0.304	-0.074
27.660	4.930	-0.820	4.901	-0.710	0.303	-0.073
27.681	4.929	-0.826	4.900	-0.716	0.303	-0.073
27.700	4.928	-0.832	4.899	-0.722	0.303	-0.073
27.721	4.927	-0.838	4.898	-0.728	0.303	-0.072
27.740	4.926	-0.844	4.897	-0.734	0.302	-0.072
27.760	4.925	-0.850	4.896	-0.740	0.302	-0.072
27.781	4.924	-0.856	4.895	-0.747	0.302	-0.072
27.800	4.923	-0.862	4.894	-0.753	0.302	-0.072
27.821	4.922	-0.868	4.893	-0.759	0.301	-0.072
27.841	4.921	-0.874	4.892	-0.765	0.301	-0.071
27.860	4.919	-0.879	4.891	-0.770	0.301	-0.071
27.882	4.918	-0.886	4.890	-0.776	0.301	-0.072
27.900	4.917	-0.891	4.889	-0.782	0.300	-0.071
27.923	4.916	-0.898	4.888	-0.788	0.300	-0.072
27.940	4.915	-0.903	4.887	-0.794	0.300	-0.071
27.960	4.914	-0.909	4.886	-0.800	0.299	-0.071
27.981	4.913	-0.915	4.885	-0.806	0.299	-0.071
28.001	4.911	-0.920	4.884	-0.812	0.299	-0.070
28.021	4.910	-0.926	4.883	-0.818	0.299	-0.070
28.041	4.909	-0.932	4.882	-0.824	0.299	-0.070
28.060	4.908	-0.938	4.881	-0.830	0.298	-0.070
28.080	4.907	-0.944	4.880	-0.836	0.298	-0.069
28.103	4.905	-0.950	4.879	-0.842	0.298	-0.070
28.121	4.904	-0.956	4.878	-0.847	0.297	-0.069
28.141	4.903	-0.961	4.878	-0.847	0.300	-0.076
28.161	4.902	-0.967	4.877	-0.853	0.300	-0.075
28.181	4.900	-0.973	4.875	-0.859	0.299	-0.075
28.203	4.899	-0.979	4.873	-0.871	0.297	-0.068
28.220	4.898	-0.984	4.873	-0.871	0.299	-0.073
28.241	4.897	-0.990	4.872	-0.877	0.298	-0.073
28.260	4.895	-0.996	4.871	-0.883	0.298	-0.072
28.281	4.894	-1.002	4.870	-0.889	0.298	-0.072
28.301	4.893	-1.007	4.869	-0.894	0.298	-0.071
28.321	4.892	-1.013	4.867	-0.900	0.297	-0.071
28.340	4.890	-1.019	4.866	-0.906	0.297	-0.071
28.360	4.889	-1.025	4.865	-0.912	0.297	-0.071
28.381	4.888	-1.030	4.864	-0.918	0.296	-0.070
28.401	4.886	-1.036	4.863	-0.924	0.296	-0.070
28.421	4.885	-1.042	4.861	-0.929	0.296	-0.070
28.441	4.884	-1.048	4.860	-0.935	0.295	-0.070
28.462	4.882	-1.054	4.859	-0.941	0.295	-0.070
28.481	4.881	-1.059	4.858	-0.947	0.295	-0.070
28.500	4.880	-1.065	4.856	-0.953	0.295	-0.070
28.522	4.878	-1.071	4.855	-0.958	0.294	-0.070
28.541	4.877	-1.076	4.854	-0.964	0.294	-0.070
28.561	4.875	-1.082	4.853	-0.970	0.294	-0.070
28.581	4.874	-1.087	4.851	-0.976	0.293	-0.070
28.600	4.873	-1.093	4.850	-0.981	0.293	-0.070
28.621	4.871	-1.099	4.849	-0.987	0.293	-0.070
28.640	4.870	-1.104	4.848	-0.993	0.293	-0.070
28.660	4.868	-1.110	4.846	-0.999	0.292	-0.070
28.681	4.867	-1.116	4.845	-1.004	0.292	-0.070
28.700	4.865	-1.121	4.844	-1.010	0.292	-0.070
28.721	4.864	-1.127	4.842	-1.016	0.291	-0.070
28.741	4.863	-1.132	4.841	-1.021	0.291	-0.070
28.761	4.861	-1.138	4.840	-1.027	0.291	-0.070
28.780	4.860	-1.143	4.838	-1.033	0.290	-0.070
28.800	4.858	-1.149	4.837	-1.038	0.290	-0.070
28.822	4.857	-1.155	4.836	-1.044	0.290	-0.071
28.841	4.855	-1.160	4.834	-1.050	0.290	-0.071
28.860	4.854	-1.166	4.833	-1.055	0.289	-0.071
28.880	4.852	-1.171	4.832	-1.061	0.289	-0.071
28.901	4.851	-1.177	4.830	-1.066	0.289	-0.071
28.921	4.849	-1.183	4.829	-1.072	0.288	-0.071
28.941	4.848	-1.188	4.827	-1.078	0.288	-0.071
28.961	4.846	-1.194	4.826	-1.083	0.288	-0.072
28.980	4.844	-1.199	4.825	-1.089	0.287	-0.071
29.001	4.843	-1.205	4.823	-1.094	0.287	-0.071
29.021	4.841	-1.210	4.822	-1.100	0.287	-0.072
29.040	4.840	-1.216	4.820	-1.106	0.286	-0.072
29.060	4.838	-1.221	4.819	-1.111	0.286	-0.072
29.081	4.837	-1.227	4.817	-1.117	0.286	-0.072
29.101	4.835	-1.232	4.816	-1.122	0.286	-0.072
29.120	4.833	-1.237	4.814	-1.128	0.285	-0.072
29.141	4.832	-1.243	4.813	-1.133	0.285	-0.073
29.161	4.830	-1.248	4.813	-1.133	0.287	-0.079
29.181	4.828	-1.254	4.811	-1.139	0.287	-0.079
29.201	4.827	-1.259	4.810	-1.144	0.286	-0.079
29.221	4.825	-1.265	4.808	-1.150	0.286	-0.079
29.240	4.824	-1.270	4.807	-1.155	0.286	-0.078
29.263	4.822	-1.276	4.805	-1.161	0.286	-0.079
29.281	4.820	-1.281	4.804	-1.166	0.285	-0.078
29.301	4.819	-1.286	4.802	-1.172	0.285	-0.077
29.321	4.817	-1.292	4.799	-1.183	0.282	-0.070
29.341	4.815	-1.297	4.797	-1.188	0.282	-0.070
29.363	4.813	-1.303	4.796	-1.194	0.281	-0.071
29.380	4.812	-1.308	4.794	-1.199	0.281	-0.070
29.401	4.810	-1.313	4.794	-1.199	0.283	-0.077
29.421	4.808	-1.318	4.793	-1.205	0.283	-0.078
29.440	4.807	-1.324	4.791	-1.210	0.282	-0.078
29.460	4.805	-1.329	4.789	-1.215	0.282	-0.078
29.480	4.803	-1.334	4.788	-1.221	0.282	-0.078
29.502	4.801	-1.340	4.786	-1.226	0.282	-0.079
29.520	4.800	-1.345	4.785	-1.232	0.281	-0.078
29.541	4.798	-1.350	4.783	-1.237	0.281	-0.078
29.561	4.796	-1.356	4.781	-1.242	0.280	-0.078
29.580	4.794	-1.361	4.780	-1.248	0.280	-0.077
29.601	4.793	-1.366	4.778	-1.253	0.280	-0.077
29.620	4.791	-1.371	4.776	-1.258	0.279	-0.077
29.640	4.789	-1.377	4.775	-1.264	0.279	-0.077
29.661	4.787	-1.382	4.773	-1.269	0.279	-0.077
29.681	4.785	-1.387	4.771	-1.274	0.278	-0.077
29.701	4.783	-1.392	4.769	-1.280	0.278	-0.077
29.720	4.782	-1.398	4.768	-1.285	0.278	-0.077
