Tiempo	Error_X	Error_Y	Pos_Xd	Pos_Yd	Xdp	Ydp
333.621	4.284	-2.209	4.272	-2.072	0.215	-0.172
333.644	4.280	-2.212	4.268	-2.075	0.215	-0.172
333.660	4.278	-2.215	4.265	-2.078	0.215	-0.168
333.682	4.274	-2.218	4.262	-2.081	0.214	-0.167
333.701	4.271	-2.221	4.259	-2.084	0.214	-0.165
333.721	4.268	-2.223	4.256	-2.087	0.214	-0.164
333.741	4.265	-2.226	4.253	-2.090	0.213	-0.163
333.762	4.261	-2.229	4.250	-2.093	0.213	-0.163
333.783	4.258	-2.232	4.247	-2.096	0.213	-0.162
333.801	4.255	-2.235	4.247	-2.096	0.214	-0.173
333.820	4.252	-2.237	4.244	-2.099	0.214	-0.172
333.842	4.248	-2.240	4.241	-2.102	0.213	-0.172
333.861	4.245	-2.243	4.238	-2.105	0.213	-0.170
333.882	4.241	-2.246	4.235	-2.108	0.213	-0.169
333.901	4.238	-2.249	4.231	-2.111	0.212	-0.167
333.921	4.235	-2.251	4.228	-2.113	0.212	-0.165
333.940	4.232	-2.254	4.225	-2.116	0.212	-0.164
333.961	4.228	-2.257	4.222	-2.119	0.211	-0.164
333.981	4.225	-2.260	4.219	-2.122	0.211	-0.163
334.001	4.221	-2.262	4.216	-2.125	0.211	-0.162
334.021	4.218	-2.265	4.212	-2.128	0.210	-0.162
334.042	4.215	-2.268	4.209	-2.131	0.210	-0.162
334.061	4.211	-2.270	4.209	-2.131	0.212	-0.173
334.082	4.208	-2.273	4.206	-2.134	0.211	-0.173
334.101	4.205	-2.275	4.203	-2.136	0.211	-0.172
334.122	4.201	-2.278	4.200	-2.139	0.211	-0.172
334.141	4.198	-2.281	4.197	-2.142	0.210	-0.170
334.161	4.194	-2.283	4.193	-2.145	0.210	-0.168
334.181	4.191	-2.286	4.190	-2.147	0.210	-0.168
334.200	4.188	-2.288	4.187	-2.150	0.209	-0.167
334.222	4.184	-2.291	4.184	-2.153	0.209	-0.167
334.241	4.181	-2.293	4.184	-2.153	0.211	-0.179
334.261	4.177	-2.296	4.180	-2.155	0.210	-0.177
334.281	4.174	-2.298	4.177	-2.158	0.210	-0.177
334.302	4.170	-2.301	4.174	-2.161	0.210	-0.177
334.323	4.166	-2.303	4.170	-2.163	0.209	-0.176
334.342	4.163	-2.306	4.170	-2.163	0.211	-0.188
334.361	4.160	-2.308	4.167	-2.166	0.210	-0.186
334.383	4.156	-2.311	4.164	-2.169	0.210	-0.186
334.402	4.153	-2.313	4.160	-2.171	0.210	-0.184
334.422	4.149	-2.315	4.160	-2.171	0.211	-0.196
334.442	4.146	-2.318	4.157	-2.174	0.211	-0.194
334.461	4.142	-2.320	4.154	-2.176	0.211	-0.192
334.483	4.138	-2.322	4.150	-2.179	0.211	-0.190
334.502	4.135	-2.325	4.147	-2.181	0.210	-0.187
334.522	4.132	-2.327	4.143	-2.184	0.210	-0.185
334.541	4.128	-2.329	4.140	-2.186	0.209	-0.182
334.561	4.125	-2.331	4.136	-2.189	0.209	-0.181
334.581	4.121	-2.334	4.133	-2.191	0.209	-0.179
334.601	4.118	-2.336	4.129	-2.194	0.209	-0.178
334.621	4.114	-2.338	4.126	-2.196	0.208	-0.177
334.644	4.110	-2.341	4.122	-2.199	0.208	-0.178
334.661	4.107	-2.343	4.122	-2.199	0.210	-0.189
334.681	4.103	-2.345	4.119	-2.201	0.209	-0.188
334.702	4.099	-2.347	4.116	-2.203	0.209	-0.187
334.721	4.096	-2.349	4.116	-2.203	0.210	-0.200
334.741	4.092	-2.351	4.112	-2.206	0.210	-0.198
334.761	4.089	-2.353	4.109	-2.208	0.210	-0.196
334.781	4.085	-2.355	4.105	-2.210	0.210	-0.194
334.801	4.082	-2.358	4.098	-2.215	0.207	-0.176
334.821	4.078	-2.360	4.094	-2.217	0.207	-0.174
334.841	4.074	-2.362	4.094	-2.217	0.209	-0.187
334.861	4.071	-2.364	4.087	-2.222	0.207	-0.173
334.881	4.067	-2.366	4.084	-2.224	0.206	-0.171
334.900	4.063	-2.368	4.080	-2.226	0.206	-0.170
334.921	4.060	-2.370	4.076	-2.229	0.206	-0.170
334.940	4.056	-2.372	4.073	-2.231	0.206	-0.170
334.961	4.052	-2.374	4.069	-2.233	0.205	-0.170
334.980	4.049	-2.376	4.066	-2.235	0.205	-0.170
335.001	4.045	-2.378	4.066	-2.235	0.207	-0.183
335.021	4.041	-2.380	4.062	-2.238	0.206	-0.182
335.042	4.037	-2.382	4.059	-2.240	0.206	-0.182
335.061	4.034	-2.384	4.055	-2.242	0.206	-0.181
335.081	4.030	-2.385	4.052	-2.244	0.206	-0.180
335.101	4.026	-2.387	4.048	-2.246	0.205	-0.179
335.120	4.023	-2.389	4.044	-2.248	0.205	-0.178
335.141	4.019	-2.391	4.041	-2.250	0.205	-0.177
335.161	4.015	-2.393	4.037	-2.252	0.205	-0.177
335.181	4.011	-2.395	4.034	-2.254	0.204	-0.176
335.202	4.007	-2.396	4.030	-2.256	0.204	-0.176
335.221	4.004	-2.398	4.026	-2.258	0.204	-0.175
335.240	4.000	-2.400	4.023	-2.260	0.204	-0.174
335.262	3.996	-2.402	4.023	-2.260	0.205	-0.188
335.281	3.993	-2.403	4.019	-2.262	0.205	-0.187
335.301	3.989	-2.405	4.015	-2.264	0.205	-0.187
335.321	3.985	-2.407	4.012	-2.266	0.205	-0.186
335.342	3.981	-2.409	4.008	-2.268	0.205	-0.185
335.361	3.977	-2.410	4.008	-2.268	0.206	-0.197
335.381	3.973	-2.412	4.004	-2.270	0.206	-0.197
335.401	3.970	-2.414	4.001	-2.272	0.206	-0.195
335.420	3.966	-2.415	3.997	-2.273	0.205	-0.194
335.441	3.962	-2.417	3.993	-2.275	0.205	-0.192
335.461	3.958	-2.418	3.989	-2.277	0.205	-0.191
335.481	3.955	-2.420	3.985	-2.279	0.205	-0.189
335.501	3.951	-2.422	3.982	-2.281	0.205	-0.188
335.521	3.947	-2.423	3.978	-2.282	0.204	-0.187
335.540	3.943	-2.425	3.974	-2.284	0.204	-0.186
335.561	3.939	-2.426	3.970	-2.286	0.204	-0.185
335.581	3.935	-2.428	3.967	-2.288	0.204	-0.185
335.601	3.931	-2.429	3.963	-2.289	0.204	-0.184
335.621	3.927	-2.431	3.959	-2.291	0.204	-0.184
335.642	3.923	-2.432	3.955	-2.293	0.203	-0.184
335.660	3.920	-2.433	3.952	-2.295	0.203	-0.182
335.681	3.916	-2.435	3.948	-2.296	0.203	-0.182
335.701	3.912	-2.436	3.944	-2.298	0.203	-0.182
335.723	3.907	-2.438	3.940	-2.300	0.203	-0.183
335.741	3.904	-2.439	3.940	-2.300	0.204	-0.195
335.761	3.900	-2.441	3.933	-2.303	0.202	-0.180
335.781	3.896	-2.442	3.929	-2.304	0.202	-0.179
335.800	3.892	-2.443	3.925	-2.306	0.202	-0.179
335.821	3.888	-2.445	3.921	-2.307	0.202	-0.179
335.843	3.884	-2.446	3.917	-2.309	0.202	-0.180
335.861	3.880	-2.447	3.913	-2.310	0.202	-0.179
335.881	3.876	-2.448	3.910	-2.312	0.202	-0.179
335.900	3.872	-2.450	3.906	-2.314	0.201	-0.178
335.920	3.868	-2.451	3.902	-2.315	0.201	-0.179
335.941	3.864	-2.452	3.898	-2.316	0.201	-0.179
335.962	3.860	-2.453	3.894	-2.318	0.201	-0.180
335.983	3.856	-2.455	3.891	-2.319	0.201	-0.180
336.001	3.852	-2.456	3.891	-2.319	0.203	-0.193
336.021	3.848	-2.457	3.887	-2.321	0.203	-0.193
336.041	3.844	-2.458	3.883	-2.322	0.203	-0.193
336.061	3.840	-2.459	3.879	-2.324	0.202	-0.193
336.081	3.836	-2.460	3.875	-2.325	0.202	-0.192
336.101	3.832	-2.461	3.871	-2.326	0.202	-0.192
336.120	3.828	-2.463	3.867	-2.328	0.202	-0.192
336.141	3.824	-2.464	3.864	-2.329	0.202	-0.192
336.162	3.820	-2.465	3.860	-2.330	0.202	-0.193
336.181	3.816	-2.466	3.856	-2.332	0.202	-0.191
336.201	3.812	-2.467	3.852	-2.333	0.202	-0.191
336.221	3.808	-2.468	3.848	-2.334	0.202	-0.191
336.241	3.804	-2.469	3.844	-2.335	0.202	-0.192
336.261	3.800	-2.470	3.840	-2.337	0.202	-0.192
336.280	3.796	-2.471	3.836	-2.338	0.202	-0.191
336.301	3.792	-2.472	3.836	-2.338	0.203	-0.205
336.321	3.788	-2.473	3.832	-2.339	0.203	-0.205
336.341	3.783	-2.474	3.828	-2.340	0.203	-0.205
336.362	3.779	-2.474	3.824	-2.341	0.203	-0.205
336.381	3.775	-2.475	3.820	-2.342	0.203	-0.203
336.402	3.771	-2.476	3.820	-2.342	0.205	-0.217
336.421	3.767	-2.477	3.816	-2.343	0.205	-0.216
336.442	3.763	-2.478	3.812	-2.345	0.205	-0.216
336.461	3.759	-2.479	3.808	-2.346	0.205	-0.214
336.482	3.754	-2.480	3.804	-2.347	0.205	-0.213
336.502	3.750	-2.480	3.800	-2.348	0.205	-0.211
336.522	3.746	-2.481	3.796	-2.349	0.205	-0.209
336.541	3.742	-2.482	3.796	-2.349	0.206	-0.223
336.561	3.738	-2.483	3.792	-2.350	0.206	-0.221
336.582	3.733	-2.483	3.788	-2.351	0.206	-0.221
336.602	3.729	-2.484	3.784	-2.351	0.206	-0.219
336.623	3.725	-2.485	3.780	-2.352	0.207	-0.217
336.641	3.721	-2.485	3.776	-2.353	0.206	-0.213
336.661	3.717	-2.486	3.776	-2.353	0.208	-0.227
336.682	3.713	-2.487	3.771	-2.354	0.208	-0.227
336.701	3.709	-2.487	3.767	-2.355	0.208	-0.224
336.721	3.704	-2.488	3.763	-2.356	0.208	-0.221
336.741	3.700	-2.489	3.759	-2.356	0.208	-0.218
336.761	3.696	-2.489	3.755	-2.357	0.208	-0.216
336.781	3.692	-2.490	3.751	-2.358	0.208	-0.214
336.801	3.687	-2.490	3.746	-2.359	0.208	-0.213
336.822	3.683	-2.491	3.742	-2.360	0.208	-0.212
336.842	3.679	-2.491	3.738	-2.360	0.208	-0.210
336.861	3.675	-2.492	3.734	-2.361	0.208	-0.208
336.881	3.670	-2.492	3.734	-2.361	0.210	-0.222
336.901	3.666	-2.493	3.726	-2.363	0.208	-0.205
336.921	3.662	-2.493	3.726	-2.363	0.210	-0.219
336.941	3.657	-2.494	3.721	-2.363	0.210	-0.218
336.962	3.653	-2.494	3.717	-2.364	0.210	-0.217
336.981	3.649	-2.495	3.713	-2.365	0.210	-0.215
337.000	3.645	-2.495	3.709	-2.365	0.210	-0.213
337.020	3.640	-2.495	3.704	-2.366	0.210	-0.211
337.043	3.636	-2.496	3.700	-2.366	0.210	-0.211
337.061	3.632	-2.496	3.696	-2.367	0.210	-0.208
337.082	3.627	-2.497	3.692	-2.368	0.210	-0.208
337.101	3.623	-2.497	3.687	-2.368	0.210	-0.205
337.122	3.619	-2.497	3.687	-2.368	0.212	-0.220
337.141	3.614	-2.497	3.683	-2.369	0.212	-0.218
337.160	3.610	-2.498	3.679	-2.369	0.212	-0.217
337.181	3.606	-2.498	3.670	-2.370	0.211	-0.201
337.200	3.601	-2.498	3.666	-2.371	0.211	-0.199
337.220	3.597	-2.498	3.661	-2.371	0.211	-0.198
337.241	3.593	-2.499	3.657	-2.372	0.211	-0.198
337.262	3.588	-2.499	3.657	-2.372	0.213	-0.212
337.281	3.584	-2.499	3.653	-2.372	0.213	-0.212
337.301	3.579	-2.499	3.644	-2.373	0.211	-0.196
337.322	3.575	-2.499	3.640	-2.374	0.211	-0.196
337.341	3.571	-2.499	3.636	-2.374	0.211	-0.194
337.361	3.566	-2.500	3.631	-2.375	0.211	-0.194
337.382	3.562	-2.500	3.631	-2.375	0.213	-0.208
337.402	3.557	-2.500	3.627	-2.375	0.214	-0.208
337.421	3.553	-2.500	3.623	-2.375	0.214	-0.206
337.442	3.548	-2.500	3.619	-2.376	0.214	-0.205
337.461	3.544	-2.500	3.614	-2.376	0.214	-0.202
337.482	3.540	-2.500	3.610	-2.376	0.214	-0.203
337.501	3.535	-2.500	3.606	-2.376	0.214	-0.201
337.522	3.531	-2.500	3.606	-2.376	0.216	-0.215
337.541	3.526	-2.500	3.601	-2.377	0.216	-0.214
337.560	3.522	-2.500	3.597	-2.377	0.216	-0.212
337.581	3.518	-2.500	3.592	-2.377	0.216	-0.210
337.601	3.513	-2.500	3.588	-2.377	0.217	-0.209
337.621	3.509	-2.500	3.584	-2.377	0.217	-0.207
337.640	3.504	-2.500	3.579	-2.378	0.217	-0.205
337.661	3.500	-2.499	3.575	-2.378	0.217	-0.203
337.681	3.495	-2.499	3.570	-2.378	0.217	-0.203
337.702	3.490	-2.499	3.566	-2.378	0.217	-0.202
337.721	3.486	-2.499	3.562	-2.378	0.217	-0.200
337.742	3.481	-2.499	3.557	-2.378	0.218	-0.200
337.761	3.477	-2.499	3.557	-2.378	0.220	-0.213
337.782	3.472	-2.498	3.553	-2.378	0.220	-0.213
337.800	3.468	-2.498	3.548	-2.378	0.220	-0.209
337.821	3.464	-2.498	3.544	-2.378	0.220	-0.208
337.842	3.459	-2.498	3.539	-2.378	0.220	-0.206
337.860	3.455	-2.497	3.535	-2.378	0.220	-0.204
337.881	3.450	-2.497	3.535	-2.378	0.223	-0.218
337.901	3.445	-2.497	3.530	-2.378	0.223	-0.217
337.923	3.440	-2.496	3.526	-2.378	0.223	-0.217
337.942	3.436	-2.496	3.521	-2.378	0.223	-0.214
337.961	3.432	-2.496	3.517	-2.378	0.223	-0.210
337.981	3.427	-2.495	3.512	-2.378	0.223	-0.207
338.000	3.423	-2.495	3.508	-2.378	0.224	-0.205
338.021	3.418	-2.495	3.503	-2.378	0.224	-0.203
338.041	3.413	-2.494	3.499	-2.377	0.224	-0.201
338.061	3.409	-2.494	3.494	-2.377	0.224	-0.199
338.081	3.404	-2.493	3.490	-2.377	0.224	-0.198
338.101	3.400	-2.493	3.485	-2.377	0.225	-0.197
338.120	3.395	-2.492	3.481	-2.377	0.225	-0.195
338.140	3.390	-2.492	3.476	-2.377	0.225	-0.194
338.161	3.386	-2.491	3.472	-2.376	0.225	-0.193
338.182	3.381	-2.491	3.467	-2.376	0.226	-0.193
338.202	3.376	-2.490	3.462	-2.376	0.226	-0.192
338.221	3.372	-2.490	3.458	-2.376	0.226	-0.190
338.241	3.367	-2.489	3.453	-2.376	0.226	-0.189
338.261	3.363	-2.489	3.449	-2.375	0.226	-0.188
338.280	3.358	-2.488	3.444	-2.375	0.227	-0.187
338.301	3.353	-2.487	3.439	-2.375	0.227	-0.187
338.321	3.349	-2.487	3.435	-2.374	0.227	-0.186
338.344	3.343	-2.486	3.430	-2.374	0.228	-0.187
338.361	3.339	-2.485	3.430	-2.374	0.230	-0.199
338.381	3.334	-2.485	3.426	-2.374	0.230	-0.198
338.402	3.330	-2.484	3.421	-2.373	0.230	-0.196
338.421	3.325	-2.483	3.417	-2.373	0.230	-0.193
338.441	3.320	-2.483	3.412	-2.372	0.231	-0.191
338.461	3.316	-2.482	3.408	-2.372	0.231	-0.188
338.481	3.311	-2.481	3.403	-2.371	0.231	-0.187
338.503	3.306	-2.480	3.398	-2.371	0.232	-0.186
338.521	3.302	-2.479	3.394	-2.370	0.232	-0.183
338.541	3.297	-2.479	3.389	-2.370	0.232	-0.182
338.560	3.292	-2.478	3.385	-2.369	0.232	-0.180
338.581	3.288	-2.477	3.380	-2.369	0.233	-0.179
338.602	3.282	-2.476	3.375	-2.368	0.233	-0.179
338.622	3.278	-2.475	3.371	-2.368	0.234	-0.177
338.641	3.273	-2.474	3.371	-2.368	0.236	-0.190
338.661	3.268	-2.473	3.366	-2.367	0.236	-0.189
338.681	3.264	-2.473	3.361	-2.367	0.236	-0.188
338.702	3.259	-2.472	3.357	-2.366	0.237	-0.187
338.722	3.254	-2.471	3.352	-2.365	0.237	-0.185
338.741	3.250	-2.470	3.347	-2.365	0.237	-0.182
338.761	3.245	-2.469	3.343	-2.364	0.238	-0.180
338.781	3.240	-2.468	3.343	-2.364	0.240	-0.194
338.802	3.235	-2.467	3.333	-2.363	0.238	-0.178
338.821	3.230	-2.466	3.333	-2.363	0.241	-0.190
338.842	3.225	-2.465	3.329	-2.362	0.241	-0.189
338.861	3.221	-2.464	3.324	-2.361	0.241	-0.187
338.881	3.216	-2.462	3.319	-2.360	0.241	-0.185
338.901	3.211	-2.461	3.314	-2.360	0.242	-0.184
338.921	3.206	-2.460	3.309	-2.359	0.242	-0.183
338.941	3.201	-2.459	3.304	-2.358	0.242	-0.181
338.960	3.197	-2.458	3.300	-2.357	0.243	-0.180
338.980	3.192	-2.457	3.295	-2.356	0.243	-0.179
339.001	3.187	-2.456	3.290	-2.356	0.243	-0.178
339.021	3.182	-2.455	3.285	-2.355	0.243	-0.177
339.041	3.177	-2.453	3.280	-2.354	0.244	-0.177
339.061	3.172	-2.452	3.275	-2.353	0.244	-0.176
339.080	3.168	-2.451	3.270	-2.352	0.244	-0.175
339.101	3.163	-2.450	3.266	-2.351	0.245	-0.173
339.120	3.158	-2.448	3.261	-2.351	0.245	-0.171
339.141	3.153	-2.447	3.256	-2.350	0.245	-0.171
339.161	3.148	-2.446	3.251	-2.349	0.246	-0.171
339.181	3.143	-2.444	3.246	-2.348	0.246	-0.170
339.201	3.138	-2.443	3.241	-2.347	0.246	-0.170
339.222	3.133	-2.442	3.236	-2.346	0.247	-0.170
339.241	3.128	-2.440	3.236	-2.346	0.249	-0.182
339.261	3.124	-2.439	3.231	-2.345	0.249	-0.182
339.281	3.119	-2.438	3.227	-2.344	0.250	-0.182
339.301	3.114	-2.436	3.222	-2.343	0.250	-0.180
339.320	3.109	-2.435	3.217	-2.342	0.250	-0.178
339.341	3.104	-2.433	3.212	-2.341	0.251	-0.177
339.361	3.099	-2.432	3.207	-2.340	0.251	-0.176
339.381	3.094	-2.431	3.202	-2.339	0.251	-0.174
339.401	3.089	-2.429	3.197	-2.338	0.252	-0.173
339.421	3.084	-2.428	3.192	-2.337	0.252	-0.172
339.441	3.079	-2.426	3.187	-2.335	0.253	-0.171
339.461	3.074	-2.424	3.182	-2.334	0.253	-0.170
339.481	3.069	-2.423	3.177	-2.333	0.253	-0.169
339.501	3.064	-2.421	3.172	-2.332	0.253	-0.168
339.521	3.059	-2.420	3.167	-2.331	0.254	-0.168
339.541	3.054	-2.418	3.162	-2.330	0.254	-0.167
339.562	3.049	-2.417	3.157	-2.328	0.255	-0.167
339.580	3.045	-2.415	3.152	-2.327	0.255	-0.165
339.601	3.040	-2.413	3.147	-2.326	0.255	-0.163
339.621	3.034	-2.412	3.142	-2.325	0.256	-0.162
339.641	3.030	-2.410	3.137	-2.323	0.256	-0.161
339.661	3.025	-2.408	3.132	-2.322	0.257	-0.160
339.681	3.019	-2.407	3.127	-2.321	0.257	-0.159
339.700	3.015	-2.405	3.122	-2.320	0.257	-0.158
339.721	3.009	-2.403	3.117	-2.318	0.258	-0.157
339.741	3.004	-2.402	3.112	-2.317	0.258	-0.156
339.761	2.999	-2.400	3.107	-2.316	0.259	-0.155
339.781	2.994	-2.398	3.102	-2.314	0.259	-0.154
339.802	2.989	-2.396	3.097	-2.313	0.260	-0.154
339.821	2.984	-2.394	3.097	-2.313	0.262	-0.166
339.841	2.979	-2.393	3.092	-2.311	0.262	-0.165
339.862	2.974	-2.391	3.087	-2.310	0.263	-0.165
339.881	2.969	-2.389	3.082	-2.308	0.263	-0.162
339.901	2.964	-2.387	3.077	-2.307	0.264	-0.160
339.920	2.959	-2.385	3.072	-2.305	0.264	-0.158
339.941	2.954	-2.383	3.067	-2.304	0.265	-0.156
339.961	2.949	-2.381	3.062	-2.302	0.265	-0.155
339.981	2.944	-2.380	3.057	-2.301	0.265	-0.153
340.001	2.939	-2.378	3.052	-2.299	0.266	-0.152
340.022	2.933	-2.376	3.047	-2.298	0.266	-0.151
340.041	2.928	-2.374	3.041	-2.296	0.267	-0.151
340.061	2.923	-2.372	3.036	-2.295	0.267	-0.150
340.081	2.918	-2.370	3.036	-2.295	0.270	-0.162
340.102	2.913	-2.368	3.031	-2.293	0.270	-0.162
340.121	2.908	-2.366	3.026	-2.291	0.271	-0.161
340.141	2.903	-2.364	3.021	-2.290	0.271	-0.160
340.161	2.898	-2.362	3.016	-2.288	0.271	-0.157
340.181	2.893	-2.359	3.010	-2.286	0.272	-0.155
340.201	2.888	-2.357	3.005	-2.285	0.272	-0.154
340.220	2.883	-2.355	3.000	-2.283	0.273	-0.152
340.241	2.877	-2.353	2.995	-2.281	0.273	-0.150
340.261	2.872	-2.351	2.990	-2.279	0.274	-0.149
340.282	2.867	-2.349	2.985	-2.278	0.274	-0.147
340.302	2.862	-2.347	2.979	-2.276	0.275	-0.146
340.321	2.857	-2.345	2.974	-2.274	0.275	-0.144
340.342	2.851	-2.342	2.974	-2.274	0.278	-0.156
340.362	2.846	-2.340	2.969	-2.272	0.278	-0.154
340.381	2.841	-2.338	2.964	-2.270	0.279	-0.151
340.402	2.836	-2.336	2.959	-2.268	0.279	-0.149
340.421	2.831	-2.333	2.953	-2.266	0.279	-0.147
340.443	2.825	-2.331	2.943	-2.263	0.278	-0.133
340.461	2.821	-2.329	2.943	-2.263	0.280	-0.143
340.481	2.815	-2.327	2.938	-2.261	0.281	-0.142
340.501	2.810	-2.324	2.932	-2.259	0.281	-0.140
340.522	2.805	-2.322	2.927	-2.257	0.282	-0.139
340.541	2.800	-2.320	2.922	-2.255	0.282	-0.137
340.562	2.794	-2.317	2.917	-2.253	0.283	-0.137
340.581	2.789	-2.315	2.911	-2.251	0.283	-0.136
340.601	2.784	-2.313	2.906	-2.249	0.283	-0.135
340.621	2.779	-2.310	2.901	-2.247	0.284	-0.135
340.641	2.774	-2.308	2.895	-2.245	0.284	-0.134
340.661	2.768	-2.305	2.890	-2.243	0.284	-0.134
340.680	2.763	-2.303	2.884	-2.241	0.285	-0.133
340.701	2.758	-2.301	2.879	-2.239	0.285	-0.133
340.721	2.753	-2.298	2.874	-2.237	0.286	-0.133
340.741	2.748	-2.296	2.874	-2.237	0.289	-0.144
340.763	2.742	-2.293	2.863	-2.233	0.287	-0.133
340.780	2.737	-2.291	2.863	-2.233	0.289	-0.143
340.801	2.732	-2.288	2.852	-2.228	0.287	-0.130
340.821	2.727	-2.285	2.852	-2.228	0.290	-0.141
